...1,Year,Comodity,Units,Value
Thunder Bay,2006E,Soy,Production ('000 bu),NA
Thunder Bay,2006E,Soy,Production ('000 tonnes),NA
Timiskaming,2006E,Soy,Acres seeded,2458
Timiskaming,2006E,Soy,Acres harvested,NA
Timiskaming,2006E,Soy,Yield (bushels/acre),NA
Timiskaming,2006E,Soy,Production ('000 bu),NA
Timiskaming,2006E,Soy,Production ('000 tonnes),NA
Northern Ontario,2006E,Soy,Acres seeded,4385
Northern Ontario,2006E,Soy,Acres harvested,4300
Northern Ontario,2006E,Soy,Yield (bushels/acre),33.3
Northern Ontario,2006E,Soy,Production ('000 bu),143.19
Northern Ontario,2006E,Soy,Production ('000 tonnes),3.896962769431744
Ontario,2006E,Soy,Acres seeded,2155884
Ontario,2006E,Soy,Acres harvested,2130000
Ontario,2006E,Soy,Yield (bushels/acre),46.00933802816901
Ontario,2006E,Soy,Production ('000 bu),97999.89
Ontario,2006E,Soy,Production ('000 tonnes),2667.0991182233834
Ontario,2005E,Soy,Acres seeded,2325000
Ontario,2005E,Soy,Acres harvested,2315000
Ontario,2005E,Soy,Yield (bushels/acre),41
Ontario,2005E,Soy,Production ('000 bu),95000
Ontario,2005E,Soy,Production ('000 tonnes),2585.5
Ontario,2004E,Soy,Acres seeded,2325000
Ontario,2004E,Soy,Acres harvested,2300000
Ontario,2004E,Soy,Yield (bushels/acre),39.56521739130435
Ontario,2004E,Soy,Production ('000 bu),91000
Ontario,2004E,Soy,Production ('000 tonnes),2476.5948182016114
Brant,2024E,Spring Wheat,Acres seeded,0
Brant,2024E,Spring Wheat,Acres harvested,0
Brant,2024E,Spring Wheat,Yield (bushels/acre),0
Brant,2024E,Spring Wheat,Production ('000 bushels),0
Brant,2024E,Spring Wheat,Production ('000 tonnes),0
Chatham-Kent,2024E,Spring Wheat,Acres seeded,0
Chatham-Kent,2024E,Spring Wheat,Acres harvested,0
Chatham-Kent,2024E,Spring Wheat,Yield (bushels/acre),0
Chatham-Kent,2024E,Spring Wheat,Production ('000 bushels),0
Chatham-Kent,2024E,Spring Wheat,Production ('000 tonnes),0
Elgin,2024E,Spring Wheat,Acres seeded,0
Elgin,2024E,Spring Wheat,Acres harvested,0
Elgin,2024E,Spring Wheat,Yield (bushels/acre),0
Elgin,2024E,Spring Wheat,Production ('000 bushels),0
Elgin,2024E,Spring Wheat,Production ('000 tonnes),0
Essex,2024E,Spring Wheat,Acres seeded,0
Essex,2024E,Spring Wheat,Acres harvested,0
Essex,2024E,Spring Wheat,Yield (bushels/acre),0
Essex,2024E,Spring Wheat,Production ('000 bushels),0
Essex,2024E,Spring Wheat,Production ('000 tonnes),0
Haldimand-Norfolk,2024E,Spring Wheat,Acres seeded,0
Haldimand-Norfolk,2024E,Spring Wheat,Acres harvested,0
Haldimand-Norfolk,2024E,Spring Wheat,Yield (bushels/acre),NA
Haldimand-Norfolk,2024E,Spring Wheat,Production ('000 bushels),0
Haldimand-Norfolk,2024E,Spring Wheat,Production ('000 tonnes),0
Hamilton,2024E,Spring Wheat,Acres seeded,3116.1859522233435
Hamilton,2024E,Spring Wheat,Acres harvested,3118.0991845355256
Hamilton,2024E,Spring Wheat,Yield (bushels/acre),36.635139845919284
Hamilton,2024E,Spring Wheat,Production ('000 bushels),114.23199967890585
Hamilton,2024E,Spring Wheat,Production ('000 tonnes),3.108861301951498
Lambton,2024E,Spring Wheat,Acres seeded,0
Lambton,2024E,Spring Wheat,Acres harvested,0
Lambton,2024E,Spring Wheat,Yield (bushels/acre),0
Lambton,2024E,Spring Wheat,Production ('000 bushels),0
Lambton,2024E,Spring Wheat,Production ('000 tonnes),0
Middlesex,2024E,Spring Wheat,Acres seeded,3323.9316823715662
Middlesex,2024E,Spring Wheat,Acres harvested,3325.972463504561
Middlesex,2024E,Spring Wheat,Yield (bushels/acre),25.527471844855334
Middlesex,2024E,Spring Wheat,Production ('000 bushels),84.90366841887682
Middlesex,2024E,Spring Wheat,Production ('000 tonnes),2.3106811566208583
Niagara,2024E,Spring Wheat,Acres seeded,3462.4288358037147
Niagara,2024E,Spring Wheat,Acres harvested,3464.5546494839173
Niagara,2024E,Spring Wheat,Yield (bushels/acre),44.59707557222405
Niagara,2024E,Spring Wheat,Production ('000 bushels),154.50900552713446
Niagara,2024E,Spring Wheat,Production ('000 tonnes),4.205013213780059
Oxford,2024E,Spring Wheat,Acres seeded,0
Oxford,2024E,Spring Wheat,Acres harvested,0
Oxford,2024E,Spring Wheat,Yield (bushels/acre),0
Oxford,2024E,Spring Wheat,Production ('000 bushels),0
Oxford,2024E,Spring Wheat,Production ('000 tonnes),0
Southern Ontario,2024E,Spring Wheat,Acres seeded,9902.546470398625
Southern Ontario,2024E,Spring Wheat,Acres harvested,9908.626297524002
Southern Ontario,2024E,Spring Wheat,Yield (bushels/acre),35.690585456158225
Southern Ontario,2024E,Spring Wheat,Production ('000 bushels),353.6446736249171
Southern Ontario,2024E,Spring Wheat,Production ('000 tonnes),9.624555672352415
Bruce,2024E,Spring Wheat,Acres seeded,4831.320843897973
Bruce,2024E,Spring Wheat,Acres harvested,4592.231884708473
Bruce,2024E,Spring Wheat,Yield (bushels/acre),53.646735727174594
Bruce,2024E,Spring Wheat,Production ('000 bushels),246.3582503168604
Bruce,2024E,Spring Wheat,Production ('000 tonnes),6.704720507208262
Dufferin,2024E,Spring Wheat,Acres seeded,949.6906205538623
Dufferin,2024E,Spring Wheat,Acres harvested,902.6930086467514
Dufferin,2024E,Spring Wheat,Yield (bushels/acre),66.50310683171053
Dufferin,2024E,Spring Wheat,Production ('000 bushels),60.0318895902731
Dufferin,2024E,Spring Wheat,Production ('000 tonnes),1.6337875460013365
Grey,2024E,Spring Wheat,Acres seeded,1970.4107335037202
Grey,2024E,Spring Wheat,Acres harvested,1872.90045284326
Grey,2024E,Spring Wheat,Yield (bushels/acre),63.26333702919702
Grey,2024E,Spring Wheat,Production ('000 bushels),118.48593257035887
Grey,2024E,Spring Wheat,Production ('000 tonnes),3.22463347948941
Halton,2024E,Spring Wheat,Acres seeded,0
Halton,2024E,Spring Wheat,Acres harvested,0
Halton,2024E,Spring Wheat,Yield (bushels/acre),NA
Halton,2024E,Spring Wheat,Production ('000 bushels),0
Halton,2024E,Spring Wheat,Production ('000 tonnes),0
Huron,2024E,Spring Wheat,Acres seeded,790.5319431480212
Huron,2024E,Spring Wheat,Acres harvested,751.4106623222959
Huron,2024E,Spring Wheat,Yield (bushels/acre),55.861174178693524
Huron,2024E,Spring Wheat,Production ('000 bushels),41.97468188771324
Huron,2024E,Spring Wheat,Production ('000 tonnes),1.142354721524963
Peel,2024E,Spring Wheat,Acres seeded,84.18310209895735
Peel,2024E,Spring Wheat,Acres harvested,80.01710879971205
Peel,2024E,Spring Wheat,Yield (bushels/acre),31.296238262279118
Peel,2024E,Spring Wheat,Production ('000 bushels),2.5042345020544996
Peel,2024E,Spring Wheat,Production ('000 tonnes),0.06815356254230621
Perth,2024E,Spring Wheat,Acres seeded,2912.209188235806
Perth,2024E,Spring Wheat,Acres harvested,2768.0918575400387
Perth,2024E,Spring Wheat,Yield (bushels/acre),59.202329386245346
Perth,2024E,Spring Wheat,Production ('000 bushels),163.87748592146912
Perth,2024E,Spring Wheat,Production ('000 tonnes),4.459979477505692
Simcoe,2024E,Spring Wheat,Acres seeded,1120.1614023042512
Simcoe,2024E,Spring Wheat,Acres harvested,1064.7276539661684
Simcoe,2024E,Spring Wheat,Yield (bushels/acre),39.85542237767735
Simcoe,2024E,Spring Wheat,Production ('000 bushels),42.435170366015136
Simcoe,2024E,Spring Wheat,Production ('000 tonnes),1.1548870663513808
Waterloo,2024E,Spring Wheat,Acres seeded,105.22887762369666
Waterloo,2024E,Spring Wheat,Acres harvested,100.02138599964005
Waterloo,2024E,Spring Wheat,Yield (bushels/acre),17.100264586509315
Waterloo,2024E,Spring Wheat,Production ('000 bushels),1.7103921649032232
Waterloo,2024E,Spring Wheat,Production ('000 tonnes),0.046548883216395144
Wellington,2024E,Spring Wheat,Acres seeded,4002.6434326113617
Wellington,2024E,Spring Wheat,Acres harvested,3804.5634699613083
Wellington,2024E,Spring Wheat,Yield (bushels/acre),62.430354928632575
Wellington,2024E,Spring Wheat,Production ('000 bushels),237.5202477781944
Wellington,2024E,Spring Wheat,Production ('000 tonnes),6.464191372147681
Western Ontario,2024E,Spring Wheat,Acres seeded,16766.38014397765
Western Ontario,2024E,Spring Wheat,Acres harvested,15936.657484787647
Western Ontario,2024E,Spring Wheat,Yield (bushels/acre),57.408417415707085
Western Ontario,2024E,Spring Wheat,Production ('000 bushels),914.8982850978418
Western Ontario,2024E,Spring Wheat,Production ('000 tonnes),24.899256615987422
Durham,2024E,Spring Wheat,Acres seeded,NA
Durham,2024E,Spring Wheat,Acres harvested,NA
Durham,2024E,Spring Wheat,Yield (bushels/acre),NA
Durham,2024E,Spring Wheat,Production ('000 bushels),NA
Durham,2024E,Spring Wheat,Production ('000 tonnes),0
Haliburton,2024E,Spring Wheat,Acres seeded,NA
Haliburton,2024E,Spring Wheat,Acres harvested,NA
Haliburton,2024E,Spring Wheat,Yield (bushels/acre),NA
Haliburton,2024E,Spring Wheat,Production ('000 bushels),NA
Haliburton,2024E,Spring Wheat,Production ('000 tonnes),0
Hastings,2024E,Spring Wheat,Acres seeded,NA
Hastings,2024E,Spring Wheat,Acres harvested,NA
Hastings,2024E,Spring Wheat,Yield (bushels/acre),NA
Hastings,2024E,Spring Wheat,Production ('000 bushels),NA
Hastings,2024E,Spring Wheat,Production ('000 tonnes),0
Kawartha Lakes,2024E,Spring Wheat,Acres seeded,NA
Kawartha Lakes,2024E,Spring Wheat,Acres harvested,NA
Kawartha Lakes,2024E,Spring Wheat,Yield (bushels/acre),NA
Kawartha Lakes,2024E,Spring Wheat,Production ('000 bushels),NA
Kawartha Lakes,2024E,Spring Wheat,Production ('000 tonnes),0
Muskoka,2024E,Spring Wheat,Acres seeded,NA
Muskoka,2024E,Spring Wheat,Acres harvested,NA
Muskoka,2024E,Spring Wheat,Yield (bushels/acre),NA
Muskoka,2024E,Spring Wheat,Production ('000 bushels),NA
Muskoka,2024E,Spring Wheat,Production ('000 tonnes),0
Northumberland,2024E,Spring Wheat,Acres seeded,NA
Northumberland,2024E,Spring Wheat,Acres harvested,NA
Northumberland,2024E,Spring Wheat,Yield (bushels/acre),NA
Northumberland,2024E,Spring Wheat,Production ('000 bushels),NA
Northumberland,2024E,Spring Wheat,Production ('000 tonnes),0
Parry Sound,2024E,Spring Wheat,Acres seeded,NA
Parry Sound,2024E,Spring Wheat,Acres harvested,NA
Parry Sound,2024E,Spring Wheat,Yield (bushels/acre),NA
Parry Sound,2024E,Spring Wheat,Production ('000 bushels),NA
Parry Sound,2024E,Spring Wheat,Production ('000 tonnes),0
Peterborough,2024E,Spring Wheat,Acres seeded,NA
Peterborough,2024E,Spring Wheat,Acres harvested,NA
Peterborough,2024E,Spring Wheat,Yield (bushels/acre),NA
Peterborough,2024E,Spring Wheat,Production ('000 bushels),NA
Peterborough,2024E,Spring Wheat,Production ('000 tonnes),0
Prince Edward,2024E,Spring Wheat,Acres seeded,NA
Prince Edward,2024E,Spring Wheat,Acres harvested,NA
Prince Edward,2024E,Spring Wheat,Yield (bushels/acre),NA
Prince Edward,2024E,Spring Wheat,Production ('000 bushels),NA
Prince Edward,2024E,Spring Wheat,Production ('000 tonnes),0
York,2024E,Spring Wheat,Acres seeded,NA
York,2024E,Spring Wheat,Acres harvested,NA
York,2024E,Spring Wheat,Yield (bushels/acre),NA
York,2024E,Spring Wheat,Production ('000 bushels),NA
York,2024E,Spring Wheat,Production ('000 tonnes),0
Central Ontario,2024E,Spring Wheat,Acres seeded,83.9368217470721
Central Ontario,2024E,Spring Wheat,Acres harvested,84.05621177459264
Central Ontario,2024E,Spring Wheat,Yield (bushels/acre),29.12251776696145
Central Ontario,2024E,Spring Wheat,Production ('000 bushels),2447.9285208290485
Central Ontario,2024E,Spring Wheat,Production ('000 tonnes),66.62117681333139
Frontenac,2024E,Spring Wheat,Acres seeded,52.74802606083405
Frontenac,2024E,Spring Wheat,Acres harvested,52.779385067314834
Frontenac,2024E,Spring Wheat,Yield (bushels/acre),46.57880824368312
Frontenac,2024E,Spring Wheat,Production ('000 bushels),2.45840085626997
Frontenac,2024E,Spring Wheat,Production ('000 tonnes),0.06690618485385288
Lanark,2024E,Spring Wheat,Acres seeded,805.8726203738535
Lanark,2024E,Spring Wheat,Acres harvested,806.3517163061988
Lanark,2024E,Spring Wheat,Yield (bushels/acre),56.060816587007345
Lanark,2024E,Spring Wheat,Production ('000 bushels),45.20473567246039
Lanark,2024E,Spring Wheat,Production ('000 tonnes),1.2302616936768014
Leeds and Grenville,2024E,Spring Wheat,Acres seeded,1474.0142838110844
Leeds and Grenville,2024E,Spring Wheat,Acres harvested,1474.8905938255198
Leeds and Grenville,2024E,Spring Wheat,Yield (bushels/acre),47.11350736423492
Leeds and Grenville,2024E,Spring Wheat,Production ('000 bushels),69.48726885363943
Leeds and Grenville,2024E,Spring Wheat,Production ('000 tonnes),1.89111879092204
Lennox and Addington,2024E,Spring Wheat,Acres seeded,0
Lennox and Addington,2024E,Spring Wheat,Acres harvested,0
Lennox and Addington,2024E,Spring Wheat,Yield (bushels/acre),NA
Lennox and Addington,2024E,Spring Wheat,Production ('000 bushels),0
Lennox and Addington,2024E,Spring Wheat,Production ('000 tonnes),0
Ottawa,2024E,Spring Wheat,Acres seeded,3101.876976966269
Ottawa,2024E,Spring Wheat,Acres harvested,3103.721060764042
Ottawa,2024E,Spring Wheat,Yield (bushels/acre),47.288083856588806
Ottawa,2024E,Spring Wheat,Production ('000 bushels),146.76902178887076
Ottawa,2024E,Spring Wheat,Production ('000 tonnes),3.9943670201630406
Prescott and Russell,2024E,Spring Wheat,Acres seeded,7902.3429586976235
Prescott and Russell,2024E,Spring Wheat,Acres harvested,7907.040947277696
Prescott and Russell,2024E,Spring Wheat,Yield (bushels/acre),41.91618466375178
Prescott and Russell,2024E,Spring Wheat,Production ('000 bushels),331.43298848993874
Prescott and Russell,2024E,Spring Wheat,Production ('000 tonnes),9.020057383244577
Renfrew,2024E,Spring Wheat,Acres seeded,4323.579869453031
Renfrew,2024E,Spring Wheat,Acres harvested,4326.150262684239
Renfrew,2024E,Spring Wheat,Yield (bushels/acre),55.10301648608513
Renfrew,2024E,Spring Wheat,Production ('000 bushels),238.38392924597116
Renfrew,2024E,Spring Wheat,Production ('000 tonnes),6.487696746297931
"Stormont, Dundas and Glengarry",2024E,Spring Wheat,Acres seeded,5305.2792433629975
"Stormont, Dundas and Glengarry",2024E,Spring Wheat,Acres harvested,5308.433262548154
"Stormont, Dundas and Glengarry",2024E,Spring Wheat,Yield (bushels/acre),44.2451548788
"Stormont, Dundas and Glengarry",2024E,Spring Wheat,Production ('000 bushels),234.87245186521665
"Stormont, Dundas and Glengarry",2024E,Spring Wheat,Production ('000 tonnes),6.392130738765966
Eastern Ontario,2024E,Spring Wheat,Acres seeded,22965.713978725693
Eastern Ontario,2024E,Spring Wheat,Acres harvested,22979.367228473166
Eastern Ontario,2024E,Spring Wheat,Yield (bushels/acre),46.50296877836916
Eastern Ontario,2024E,Spring Wheat,Production ('000 bushels),1068.608796772367
Eastern Ontario,2024E,Spring Wheat,Production ('000 tonnes),29.082538557924206
Algoma,2024E,Spring Wheat,Acres seeded,65.52814972585932
Algoma,2024E,Spring Wheat,Acres harvested,65.57019885587947
Algoma,2024E,Spring Wheat,Yield (bushels/acre),45.19990285231818
Algoma,2024E,Spring Wheat,Production ('000 bushels),2.963766618292937
Algoma,2024E,Spring Wheat,Production ('000 tonnes),0.0806598796617934
Cochrane,2024E,Spring Wheat,Acres seeded,159.7248649567821
Cochrane,2024E,Spring Wheat,Acres harvested,159.8273597112062
Cochrane,2024E,Spring Wheat,Yield (bushels/acre),44.500223761620354
Cochrane,2024E,Spring Wheat,Production ('000 bushels),7.112353270377663
Cochrane,2024E,Spring Wheat,Production ('000 tonnes),0.19356502477622642
Greater Sudbury,2024E,Spring Wheat,Acres seeded,0
Greater Sudbury,2024E,Spring Wheat,Acres harvested,0
Greater Sudbury,2024E,Spring Wheat,Yield (bushels/acre),0
Greater Sudbury,2024E,Spring Wheat,Production ('000 bushels),0
Greater Sudbury,2024E,Spring Wheat,Production ('000 tonnes),0
Kenora,2024E,Spring Wheat,Acres seeded,0
Kenora,2024E,Spring Wheat,Acres harvested,0
Kenora,2024E,Spring Wheat,Yield (bushels/acre),0
Kenora,2024E,Spring Wheat,Production ('000 bushels),0
Kenora,2024E,Spring Wheat,Production ('000 tonnes),0
Manitoulin,2024E,Spring Wheat,Acres seeded,73.71916844159175
Manitoulin,2024E,Spring Wheat,Acres harvested,73.76647371286441
Manitoulin,2024E,Spring Wheat,Yield (bushels/acre),0
Manitoulin,2024E,Spring Wheat,Production ('000 bushels),1.7538194512316985
Manitoulin,2024E,Spring Wheat,Production ('000 tonnes),0.04773077104375404
Nipissing,2024E,Spring Wheat,Acres seeded,1088.9959382566249
Nipissing,2024E,Spring Wheat,Acres harvested,1089.694742236147
Nipissing,2024E,Spring Wheat,Yield (bushels/acre),57.04300970060784
Nipissing,2024E,Spring Wheat,Production ('000 bushels),62.159467752077894
Nipissing,2024E,Spring Wheat,Production ('000 tonnes),1.6916902828238052
Rainy River,2024E,Spring Wheat,Acres seeded,1936.3568243991433
Rainy River,2024E,Spring Wheat,Acres harvested,1937.5993761912384
Rainy River,2024E,Spring Wheat,Yield (bushels/acre),55.250249922042606
Rainy River,2024E,Spring Wheat,Production ('000 bushels),107.05284978335978
Rainy River,2024E,Spring Wheat,Production ('000 tonnes),2.9134783851338932
Sudbury,2024E,Spring Wheat,Acres seeded,49.1461122943945
Sudbury,2024E,Spring Wheat,Acres harvested,49.177649141909605
Sudbury,2024E,Spring Wheat,Yield (bushels/acre),59.53711551722446
Sudbury,2024E,Spring Wheat,Production ('000 bushels),2.927895377827406
Sudbury,2024E,Spring Wheat,Production ('000 tonnes),0.07968363209850332
Thunder Bay,2024E,Spring Wheat,Acres seeded,289.1429606653543
Thunder Bay,2024E,Spring Wheat,Acres harvested,289.32850245156817
Thunder Bay,2024E,Spring Wheat,Yield (bushels/acre),49.33319671760397
Thunder Bay,2024E,Spring Wheat,Production ('000 bushels),14.273499927452974
Thunder Bay,2024E,Spring Wheat,Production ('000 tonnes),0.38845797755968253
Timiskaming,2024E,Spring Wheat,Acres seeded,11718.808566411211
Timiskaming,2024E,Spring Wheat,Acres harvested,11726.328475139775
Timiskaming,2024E,Spring Wheat,Yield (bushels/acre),52.26330348008771
Timiskaming,2024E,Spring Wheat,Production ('000 bushels),612.8566638034242
Timiskaming,2024E,Spring Wheat,Production ('000 tonnes),16.679094921713048
Northern Ontario,2024E,Spring Wheat,Acres seeded,15381.422585150962
Northern Ontario,2024E,Spring Wheat,Acres harvested,15391.292777440587
Northern Ontario,2024E,Spring Wheat,Yield (bushels/acre),52.69864771677238
Northern Ontario,2024E,Spring Wheat,Production ('000 bushels),811.1003159840445
Northern Ontario,2024E,Spring Wheat,Production ('000 tonnes),22.074360874810704
Ontario,2024E,Spring Wheat,Acres seeded,65100
Ontario,2024E,Spring Wheat,Acres harvested,64300
Ontario,2024E,Spring Wheat,Yield (bushels/acre),49
Ontario,2024E,Spring Wheat,Production ('000 bushels),3150.7
Ontario,2024E,Spring Wheat,Production ('000 tonnes),85.74733289788809
Brant,2023E,Spring Wheat,Acres seeded,0
Brant,2023E,Spring Wheat,Acres harvested,0
Brant,2023E,Spring Wheat,Yield (bushels/acre),0
Brant,2023E,Spring Wheat,Production ('000 bushels),0
Brant,2023E,Spring Wheat,Production ('000 tonnes),0
Chatham-Kent,2023E,Spring Wheat,Acres seeded,0
Chatham-Kent,2023E,Spring Wheat,Acres harvested,0
Chatham-Kent,2023E,Spring Wheat,Yield (bushels/acre),0
Chatham-Kent,2023E,Spring Wheat,Production ('000 bushels),0
Chatham-Kent,2023E,Spring Wheat,Production ('000 tonnes),0
Elgin,2023E,Spring Wheat,Acres seeded,0
Elgin,2023E,Spring Wheat,Acres harvested,0
Elgin,2023E,Spring Wheat,Yield (bushels/acre),0
Elgin,2023E,Spring Wheat,Production ('000 bushels),0
Elgin,2023E,Spring Wheat,Production ('000 tonnes),0
Essex,2023E,Spring Wheat,Acres seeded,0
Essex,2023E,Spring Wheat,Acres harvested,0
Essex,2023E,Spring Wheat,Yield (bushels/acre),0
Essex,2023E,Spring Wheat,Production ('000 bushels),0
Essex,2023E,Spring Wheat,Production ('000 tonnes),0
Haldimand-Norfolk,2023E,Spring Wheat,Acres seeded,0
Haldimand-Norfolk,2023E,Spring Wheat,Acres harvested,0
Haldimand-Norfolk,2023E,Spring Wheat,Yield (bushels/acre),NA
Haldimand-Norfolk,2023E,Spring Wheat,Production ('000 bushels),0
Haldimand-Norfolk,2023E,Spring Wheat,Production ('000 tonnes),0
Hamilton,2023E,Spring Wheat,Acres seeded,3116.1859522233435
Hamilton,2023E,Spring Wheat,Acres harvested,3118.0991845355256
Hamilton,2023E,Spring Wheat,Yield (bushels/acre),36.635139845919284
Hamilton,2023E,Spring Wheat,Production ('000 bushels),114.23199967890585
Hamilton,2023E,Spring Wheat,Production ('000 tonnes),3.108861301951498
Lambton,2023E,Spring Wheat,Acres seeded,0
Lambton,2023E,Spring Wheat,Acres harvested,0
Lambton,2023E,Spring Wheat,Yield (bushels/acre),0
Lambton,2023E,Spring Wheat,Production ('000 bushels),0
Lambton,2023E,Spring Wheat,Production ('000 tonnes),0
Middlesex,2023E,Spring Wheat,Acres seeded,3323.9316823715662
Middlesex,2023E,Spring Wheat,Acres harvested,3325.972463504561
Middlesex,2023E,Spring Wheat,Yield (bushels/acre),25.527471844855334
Middlesex,2023E,Spring Wheat,Production ('000 bushels),84.90366841887682
Middlesex,2023E,Spring Wheat,Production ('000 tonnes),2.3106811566208583
Niagara,2023E,Spring Wheat,Acres seeded,3462.4288358037147
Niagara,2023E,Spring Wheat,Acres harvested,3464.5546494839173
Niagara,2023E,Spring Wheat,Yield (bushels/acre),44.59707557222405
Niagara,2023E,Spring Wheat,Production ('000 bushels),154.50900552713446
Niagara,2023E,Spring Wheat,Production ('000 tonnes),4.205013213780059
Oxford,2023E,Spring Wheat,Acres seeded,0
Oxford,2023E,Spring Wheat,Acres harvested,0
Oxford,2023E,Spring Wheat,Yield (bushels/acre),0
Oxford,2023E,Spring Wheat,Production ('000 bushels),0
Oxford,2023E,Spring Wheat,Production ('000 tonnes),0
Southern Ontario,2023E,Spring Wheat,Acres seeded,9902.546470398625
Southern Ontario,2023E,Spring Wheat,Acres harvested,9908.626297524002
Southern Ontario,2023E,Spring Wheat,Yield (bushels/acre),35.690585456158225
Southern Ontario,2023E,Spring Wheat,Production ('000 bushels),353.6446736249171
Southern Ontario,2023E,Spring Wheat,Production ('000 tonnes),9.624555672352415
Bruce,2023E,Spring Wheat,Acres seeded,4831.320843897973
Bruce,2023E,Spring Wheat,Acres harvested,4592.231884708473
Bruce,2023E,Spring Wheat,Yield (bushels/acre),53.646735727174594
Bruce,2023E,Spring Wheat,Production ('000 bushels),246.3582503168604
Bruce,2023E,Spring Wheat,Production ('000 tonnes),6.704720507208262
Dufferin,2023E,Spring Wheat,Acres seeded,949.6906205538623
Dufferin,2023E,Spring Wheat,Acres harvested,902.6930086467514
Dufferin,2023E,Spring Wheat,Yield (bushels/acre),66.50310683171053
Dufferin,2023E,Spring Wheat,Production ('000 bushels),60.0318895902731
Dufferin,2023E,Spring Wheat,Production ('000 tonnes),1.6337875460013365
Grey,2023E,Spring Wheat,Acres seeded,1970.4107335037202
Grey,2023E,Spring Wheat,Acres harvested,1872.90045284326
Grey,2023E,Spring Wheat,Yield (bushels/acre),63.26333702919702
Grey,2023E,Spring Wheat,Production ('000 bushels),118.48593257035887
Grey,2023E,Spring Wheat,Production ('000 tonnes),3.22463347948941
Halton,2023E,Spring Wheat,Acres seeded,0
Halton,2023E,Spring Wheat,Acres harvested,0
Halton,2023E,Spring Wheat,Yield (bushels/acre),NA
Halton,2023E,Spring Wheat,Production ('000 bushels),0
Halton,2023E,Spring Wheat,Production ('000 tonnes),0
Huron,2023E,Spring Wheat,Acres seeded,790.5319431480212
Huron,2023E,Spring Wheat,Acres harvested,751.4106623222959
Huron,2023E,Spring Wheat,Yield (bushels/acre),55.861174178693524
Huron,2023E,Spring Wheat,Production ('000 bushels),41.97468188771324
Huron,2023E,Spring Wheat,Production ('000 tonnes),1.142354721524963
Peel,2023E,Spring Wheat,Acres seeded,84.18310209895735
Peel,2023E,Spring Wheat,Acres harvested,80.01710879971205
Peel,2023E,Spring Wheat,Yield (bushels/acre),31.296238262279118
Peel,2023E,Spring Wheat,Production ('000 bushels),2.5042345020544996
Peel,2023E,Spring Wheat,Production ('000 tonnes),0.06815356254230621
Perth,2023E,Spring Wheat,Acres seeded,2912.209188235806
Perth,2023E,Spring Wheat,Acres harvested,2768.0918575400387
Perth,2023E,Spring Wheat,Yield (bushels/acre),59.202329386245346
Perth,2023E,Spring Wheat,Production ('000 bushels),163.87748592146912
Perth,2023E,Spring Wheat,Production ('000 tonnes),4.459979477505692
Simcoe,2023E,Spring Wheat,Acres seeded,1120.1614023042512
Simcoe,2023E,Spring Wheat,Acres harvested,1064.7276539661684
Simcoe,2023E,Spring Wheat,Yield (bushels/acre),39.85542237767735
Simcoe,2023E,Spring Wheat,Production ('000 bushels),42.435170366015136
Simcoe,2023E,Spring Wheat,Production ('000 tonnes),1.1548870663513808
Waterloo,2023E,Spring Wheat,Acres seeded,105.22887762369666
Waterloo,2023E,Spring Wheat,Acres harvested,100.02138599964005
Waterloo,2023E,Spring Wheat,Yield (bushels/acre),17.100264586509315
Waterloo,2023E,Spring Wheat,Production ('000 bushels),1.7103921649032232
Waterloo,2023E,Spring Wheat,Production ('000 tonnes),0.046548883216395144
Wellington,2023E,Spring Wheat,Acres seeded,4002.6434326113617
Wellington,2023E,Spring Wheat,Acres harvested,3804.5634699613083
Wellington,2023E,Spring Wheat,Yield (bushels/acre),62.430354928632575
Wellington,2023E,Spring Wheat,Production ('000 bushels),237.5202477781944
Wellington,2023E,Spring Wheat,Production ('000 tonnes),6.464191372147681
Western Ontario,2023E,Spring Wheat,Acres seeded,16766.38014397765
Western Ontario,2023E,Spring Wheat,Acres harvested,15936.657484787647
Western Ontario,2023E,Spring Wheat,Yield (bushels/acre),57.408417415707085
Western Ontario,2023E,Spring Wheat,Production ('000 bushels),914.8982850978418
Western Ontario,2023E,Spring Wheat,Production ('000 tonnes),24.899256615987422
Durham,2023E,Spring Wheat,Acres seeded,NA
Durham,2023E,Spring Wheat,Acres harvested,NA
Durham,2023E,Spring Wheat,Yield (bushels/acre),NA
Durham,2023E,Spring Wheat,Production ('000 bushels),NA
Durham,2023E,Spring Wheat,Production ('000 tonnes),0
Haliburton,2023E,Spring Wheat,Acres seeded,NA
Haliburton,2023E,Spring Wheat,Acres harvested,NA
Haliburton,2023E,Spring Wheat,Yield (bushels/acre),NA
Haliburton,2023E,Spring Wheat,Production ('000 bushels),NA
Haliburton,2023E,Spring Wheat,Production ('000 tonnes),0
Hastings,2023E,Spring Wheat,Acres seeded,NA
Hastings,2023E,Spring Wheat,Acres harvested,NA
Hastings,2023E,Spring Wheat,Yield (bushels/acre),NA
Hastings,2023E,Spring Wheat,Production ('000 bushels),NA
Hastings,2023E,Spring Wheat,Production ('000 tonnes),0
Kawartha Lakes,2023E,Spring Wheat,Acres seeded,NA
Kawartha Lakes,2023E,Spring Wheat,Acres harvested,NA
Kawartha Lakes,2023E,Spring Wheat,Yield (bushels/acre),NA
Kawartha Lakes,2023E,Spring Wheat,Production ('000 bushels),NA
